219570_at
212026_s_at
212935_at
1555370_a_at
212021_s_at
204423_at
218399_s_at
214106_s_at
217820_s_at
39248_at
213021_at
212406_s_at
201454_s_at
226464_at
203312_x_at
227100_at
203869_at
208992_s_at
211080_s_at
203413_at
228161_at
204321_at
202252_at
226123_at
219899_x_at
218577_at
208641_s_at
236226_at
218276_s_at
211827_s_at
214425_at
214002_at
222058_at
217305_s_at
1555756_a_at
206760_s_at
221006_s_at
224812_at
212640_at
1558792_x_at
228357_at
211945_s_at
241742_at
205785_at
200081_s_at
226660_at
204986_s_at
206138_s_at
212239_at
219084_at
1554868_s_at
206384_at
225695_at
227173_s_at
209129_at
202649_x_at
1570078_a_at
213284_at
222670_s_at
206268_at
211851_x_at
204280_at
228891_at
223460_at
211938_at
1555950_a_at
221304_at
1563456_at
203845_at
241986_at
210279_at
200661_at
209561_at
212190_at
206034_at
220016_at
212203_x_at
228279_s_at
205660_at
238087_at
201960_s_at
212846_at
209307_at
201999_s_at
227962_at
218783_at
201630_s_at
212383_at
231720_s_at
210121_at
218082_s_at
225010_at
213790_at
225781_at
205241_at
90265_at
212180_at
206072_at
214816_x_at
228409_at
200754_x_at
212814_at
208759_at
242911_at
1555201_a_at
201429_s_at
1553701_a_at
225190_x_at
1552742_at
217842_at
216905_s_at
208666_s_at
224511_s_at
204412_s_at
239067_s_at
202169_s_at
208040_s_at
218689_at
1565673_at
236123_at
218831_s_at
205237_at
227847_at
214483_s_at
217819_at
218830_at
204183_s_at
230045_at
203098_at
225852_at
201588_at
201824_at
223152_at
223714_at
202923_s_at
241866_at
50221_at
225842_at
203717_at
204487_s_at
215673_at
59625_at
203127_s_at
221483_s_at
201205_at
201094_at
226707_at
202630_at
207594_s_at
204122_at
212669_at
226071_at
200757_s_at
241871_at
225019_at
214705_at
205139_s_at
209747_at
228967_at
203709_at
231919_at
204334_at
209785_s_at
220160_s_at
219530_at
209492_x_at
208678_at
202683_s_at
206983_at
217373_x_at
235374_at
214022_s_at
210280_at
211903_s_at
203949_at
219405_at
206569_at
200711_s_at
239427_at
212395_s_at
213547_at
213772_s_at
206743_s_at
206130_s_at
229215_at
225188_at
214147_at
236434_at
228091_at
217903_at
212947_at
218949_s_at
219126_at
229653_at
235372_at
242323_at
227175_at
227037_at
224357_s_at
209716_at
204020_at
203652_at
202285_s_at
209244_s_at
209305_s_at
225629_s_at
208647_at
208439_s_at
210371_s_at
205190_at
241734_at
231984_at
233326_at
225158_at
222837_s_at
203988_s_at
202419_at
212987_at
212486_s_at
239260_at
221969_at
210436_at
226223_at
224282_s_at
224963_at
205968_at
206564_at
204713_s_at
217422_s_at
224825_at
200995_at
224657_at
213942_at
202791_s_at
203914_x_at
203281_s_at
200068_s_at
207320_x_at
208766_s_at
215863_at
205015_s_at
210210_at
201005_at
236381_s_at
207408_at
227119_at
226518_at
227408_s_at
221868_at
215415_s_at
226272_at
228843_at
218064_s_at
207982_at
205693_at
222067_x_at
223903_at
201620_at
211563_s_at
202842_s_at
210235_s_at
1559701_s_at
208890_s_at
239837_at
218660_at
211929_at
209583_s_at
213170_at
210999_s_at
215075_s_at
1558768_at
217757_at
212231_at
206297_at
212630_at
225900_at
1555472_at
226219_at
209879_at
210623_at
206261_at
203447_at
200882_s_at
218522_s_at
204323_x_at
212908_at
212538_at
211042_x_at
201381_x_at
205590_at
222405_at
235787_at
235289_at
211453_s_at
227322_s_at
242388_x_at
1560456_at
219957_at
226047_at
203646_at
208918_s_at
205296_at
217869_at
201289_at
242845_at
225892_at
200966_x_at
201656_at
231779_at
221705_s_at
1555425_x_at
225583_at
226230_at
224576_at
231769_at
209679_s_at
203137_at
224940_s_at
221931_s_at
225071_at
238423_at
208986_at
242809_at
218436_at
206723_s_at
218257_s_at
206642_at
215253_s_at
205865_at
205754_at
202853_s_at
230489_at
218673_s_at
37012_at
212971_at
228287_at
203141_s_at
211368_s_at
226036_x_at
223592_s_at
205763_s_at
224090_s_at
223718_at
229327_s_at
202826_at
215732_s_at
200691_s_at
207693_at
221235_s_at
207819_s_at
202606_s_at
209993_at
202856_s_at
204012_s_at
206666_at
206761_at
219298_at
222762_x_at
238596_at
1562573_at
209501_at
233480_at
207530_s_at
211883_x_at
217192_s_at
41386_i_at
37028_at
218950_at
205667_at
213164_at
207341_at
224570_s_at
204022_at
200678_x_at
202954_at
216060_s_at
200023_s_at
221530_s_at
227300_at
201183_s_at
206877_at
218284_at
235725_at
1569867_at
235283_at
240777_at
212316_at
231635_x_at
242622_x_at
200631_s_at
209876_at
227184_at
225824_at
229131_at
241364_at
211950_at
212074_at
236431_at
204804_at
207520_at
209239_at
209636_at
201502_s_at
214448_x_at
205577_at
230109_at
209474_s_at
224775_at
218376_s_at
218648_at
218719_s_at
221558_s_at
228479_at
226922_at
232373_at
212049_at
201392_s_at
222820_at
207851_s_at
213716_s_at
225455_at
1552335_at
229253_at
205790_at
225716_at
227346_at
1553660_at
208709_s_at
202780_at
221187_s_at
206356_s_at
204888_s_at
1563641_a_at
232460_at
224956_at
209884_s_at
211320_s_at
221980_at
221029_s_at
203806_s_at
220255_at
228736_at
203664_s_at
202725_at
207738_s_at
204484_at
222126_at
203976_s_at
234072_at
201047_x_at
221495_s_at
203211_s_at
211507_s_at
224406_s_at
202682_s_at
202330_s_at
210347_s_at
204946_s_at
1565887_at
218414_s_at
210160_at
228693_at
212558_at
215044_s_at
202514_at
1569385_s_at
209916_at
204789_at
201421_s_at
208066_s_at
211332_x_at
202898_at
203476_at
201689_s_at
228758_at
209143_s_at
220049_s_at
224075_s_at
207463_x_at
216210_x_at
205025_at
1554310_a_at
210190_at
204266_s_at
213045_at
214013_s_at
213699_s_at
218840_s_at
223684_s_at
220469_at
206187_at
224950_at
1558612_a_at
218797_s_at
212773_s_at
221575_at
242214_at
210740_s_at
200618_at
218716_x_at
216347_s_at
213298_at
200768_s_at
227117_at
218576_s_at
212771_at
210479_s_at
228806_at
230337_at
203509_at
218816_at
219210_s_at
223370_at
213923_at
213064_at
234864_s_at
201389_at
203199_s_at
1561500_at
202812_at
202717_s_at
220631_at
239021_at
205349_at
201800_s_at
222004_s_at
204698_at
208985_s_at
232262_at
208796_s_at
224818_at
219236_at
217728_at
201536_at
244840_x_at
221701_s_at
209657_s_at
213585_s_at
219889_at
204642_at
236703_at
218375_at
217939_s_at
221050_s_at
1555550_at
223319_at
209558_s_at
209454_s_at
1555236_a_at
218699_at
225855_at
203556_at
225053_at
232608_x_at
207619_at
221767_x_at
212869_x_at
203973_s_at
1552763_at
1566678_at
202466_at
209295_at
231775_at
213351_s_at
202125_s_at
219446_at
212146_at
1554456_a_at
224780_at
219032_x_at
208820_at
209431_s_at
209678_s_at
233033_at
206099_at
202545_at
205889_s_at
232612_s_at
212895_s_at
210038_at
213619_at
201880_at
218224_at
206416_at
211429_s_at
204890_s_at
221937_at
208920_at
214145_s_at
212071_s_at
214577_at
205403_at
222565_s_at
211953_s_at
218309_at
218165_at
228759_at
212829_at
1552701_a_at
224303_x_at
225694_at
225110_at
208436_s_at
204560_at
219457_s_at
232676_x_at
224909_s_at
1552519_at
1552481_s_at
201032_at
217517_x_at
219020_at
1554569_a_at
204650_s_at
210825_s_at
200040_at
217784_at
212285_s_at
227646_at
225251_at
202910_s_at
205297_s_at
1555779_a_at
231921_at
203684_s_at
219870_at
205863_at
203348_s_at
221287_at
212802_s_at
229838_at
224833_at
201329_s_at
229282_at
209710_at
209604_s_at
203178_at
212215_at
225958_at
203343_at
224356_x_at
202455_at
209682_at
223468_s_at
202370_s_at
243475_at
225026_at
205731_s_at
225176_at
217832_at
210685_s_at
203592_s_at
222789_at
203640_at
209787_s_at
211178_s_at
203580_s_at
229553_at
236013_at
228597_at
215091_s_at
213030_s_at
202075_s_at
205901_at
220398_at
1569652_at
205259_at
204958_at
201849_at
224830_at
202841_x_at
212638_s_at
232302_at
200919_at
203722_at
209073_s_at
205143_at
221731_x_at
208961_s_at
205407_at
229295_at
208130_s_at
202913_at
220001_at
203558_at
203756_at
222858_s_at
202178_at
1552264_a_at
235310_at
208296_x_at
204150_at
222388_s_at
201366_at
211554_s_at
203836_s_at
211207_s_at
244874_at
201836_s_at
219976_at
205105_at
219228_at
242917_at
207671_s_at
226496_at
224729_s_at
204143_s_at
223726_at
236265_at
205255_x_at
203005_at
221013_s_at
1558163_at
213654_at
212920_at
208947_s_at
214139_at
201234_at
226112_at
224145_s_at
235278_at
207950_s_at
225688_s_at
202396_at
234734_s_at
229458_s_at
204994_at
216609_at
225064_at
205546_s_at
207625_s_at
212252_at
207091_at
206335_at
210401_at
209520_s_at
200663_at
212063_at
226016_at
213283_s_at
222468_at
201873_s_at
221149_at
203625_x_at
232508_at
1487_at
212434_at
222817_at
212607_at
228499_at
210589_s_at
202269_x_at
211951_at
224969_at
206255_at
217502_at
203153_at
229445_at
204747_at
201719_s_at
205279_s_at
217798_at
203027_s_at
200953_s_at
201700_at
218768_at
206748_s_at
232418_at
228405_at
224076_s_at
224946_s_at
202451_at
203597_s_at
209175_at
216024_at
222490_at
224641_at
211012_s_at
224663_s_at
223683_at
1568922_at
226116_at
227276_at
236749_at
1555661_at
225769_at
224664_at
209199_s_at
211250_s_at
201482_at
203135_at
204612_at
229204_at
212510_at
212276_at
215726_s_at
220034_at
212704_at
221718_s_at
215591_at
225753_at
241661_at
223027_at
212171_x_at
219023_at
215809_at
226008_at
209274_s_at
216280_s_at
204099_at
211988_at
215967_s_at
217433_at
218346_s_at
224628_at
224838_at
223862_at
243792_x_at
220507_s_at
230078_at
244305_at
223408_s_at
232837_at
229917_at
34206_at
202324_s_at
202141_s_at
218149_s_at
64899_at
218880_at
222222_s_at
215411_s_at
233333_x_at
218696_at
217497_at
207360_s_at
211063_s_at
210011_s_at
201995_at
212162_at
232304_at
224991_at
231792_at
220558_x_at
228439_at
209464_at
215543_s_at
219137_s_at
205057_s_at
225139_at
203004_s_at
207413_s_at
201166_s_at
225159_s_at
210386_s_at
243519_at
237810_at
207988_s_at
218025_s_at
209287_s_at
232570_s_at
1565657_at
205899_at
209088_s_at
200986_at
225602_at
222543_at
209172_s_at
226826_at
203021_at
208793_x_at
214438_at
236024_at
210657_s_at
202638_s_at
203236_s_at
203514_at
235189_at
227696_at
228807_at
207023_x_at
231393_x_at
212764_at
202892_at
232161_x_at
226074_at
227817_at
225011_at
214274_s_at
200710_at
203602_s_at
210128_s_at
202346_at
206126_at
229109_s_at
214936_at
212448_at
212502_at
210538_s_at
231797_at
208515_at
204981_at
220761_s_at
201598_s_at
224450_s_at
223092_at
200020_at
223507_at
1568857_a_at
225340_s_at
1552623_at
203038_at
214323_s_at
217822_at
1559018_at
204448_s_at
217870_s_at
222412_s_at
201626_at
203332_s_at
225399_at
209756_s_at
226886_at
202786_at
206571_s_at
201470_at
227772_at
212265_at
225460_at
223115_at
203710_at
211360_s_at
201749_at
211339_s_at
205419_at
233650_at
225764_at
202943_s_at
211139_s_at
207640_x_at
210895_s_at
206545_at
217803_at
225246_at
232486_at
213129_s_at
201861_s_at
212922_s_at
202521_at
215414_at
206974_at
209798_at
210432_s_at
219278_at
203053_at
239183_at
200071_at
202710_at
223893_at
238973_s_at
221061_at
222654_at
217972_at
208910_s_at
207540_s_at
235457_at
224482_s_at
217993_s_at
202720_at
203508_at
208637_x_at
203334_at
212439_at
229967_at
207201_s_at
208833_s_at
200944_s_at
210449_x_at
204057_at
208660_at
207826_s_at
236534_at
225117_at
219048_at
213188_s_at
214734_at
1554360_at
219109_at
214470_at
202613_at
214377_s_at
206237_s_at
200766_at
206200_s_at
209282_at
243099_at
210255_at
1557675_at
224880_at
229969_at
204669_s_at
220651_s_at
228849_at
206219_s_at
227075_at
213022_s_at
209877_at
214213_x_at
203656_at
217943_s_at
208415_x_at
205258_at
232520_s_at
221476_s_at
224627_at
200936_at
226678_at
200809_x_at
201054_at
202991_at
214163_at
225811_at
207187_at
231830_x_at
1554500_a_at
226307_at
203698_s_at
204528_s_at
1556084_at
212212_s_at
205418_at
200627_at
226154_at
206841_at
232063_x_at
65517_at
211901_s_at
203952_at
203842_s_at
238937_at
208939_at
213611_at
220018_at
208843_s_at
207713_s_at
228696_at
232901_at
227790_at
1555065_x_at
226567_at
1554078_s_at
204440_at
201422_at
201515_s_at
226218_at
230921_s_at
205945_at
215735_s_at
205770_at
234431_at
234975_at
1556698_a_at
205372_at
201306_s_at
214384_s_at
210845_s_at
209383_at
228318_s_at
219475_at
202687_s_at
202106_at
211059_s_at
204924_at
203254_s_at
1552790_a_at
217995_at
1552798_a_at
209702_at
231093_at
40640_at
216988_s_at
37652_at
212462_at
1554671_a_at
203155_at
201519_at
210073_at
212313_at
207989_at
217810_x_at
228784_at
201998_at
224516_s_at
232940_s_at
213328_at
223488_s_at
202671_s_at
209969_s_at
224675_at
210569_s_at
210422_x_at
226120_at
225835_at
208354_s_at
221480_at
226357_at
215463_at
218126_at
228911_at
219686_at
224022_x_at
1568620_at
218929_at
224700_at
225713_at
231112_at
222113_s_at
218322_s_at
235595_at
223064_at
204405_x_at
231416_at
203386_at
218739_at
206235_at
200965_s_at
1560490_at
220023_at
243630_at
244712_at
45687_at
1569369_at
227225_at
215425_at
200714_x_at
237186_at
227626_at
209064_x_at
225301_s_at
239178_at
203370_s_at
204485_s_at
223358_s_at
202807_s_at
226673_at
211902_x_at
201517_at
226771_at
225889_at
227569_at
200852_x_at
212722_s_at
222450_at
225570_at
205771_s_at
204746_s_at
241365_at
222895_s_at
230800_at
211596_s_at
219588_s_at
202073_at
232802_at
228015_s_at
37384_at
235199_at
239598_s_at
209991_x_at
204568_at
210319_x_at
227025_at
201433_s_at
205721_at
221753_at
1561316_at
217864_s_at
244871_s_at
201501_s_at
1556061_at
204046_at
32837_at
200761_s_at
209643_s_at
203302_at
228904_at
201082_s_at
205376_at
213446_s_at
212280_x_at
217906_at
218583_s_at
217765_at
209131_s_at
200016_x_at
238823_at
220224_at
202338_at
38069_at
204744_s_at
201734_at
233495_at
239704_at
227807_at
228347_at
238530_at
204095_s_at
219315_s_at
227630_at
220147_s_at
203428_s_at
215377_at
201353_s_at
40225_at
206690_at
213622_at
204158_s_at
204136_at
218073_s_at
242900_at
201169_s_at
210743_s_at
212108_at
63009_at
1561615_s_at
212295_s_at
226247_at
209453_at
212533_at
